"CASE","SERIAL","REF","QUESTNNR","MODE","LANGUAGE","STARTED","PA01","PA18","PA05_01","PA05_02","PA05_03","PA05_04","PA05_05","PA05_06","PA20_01","PA20_02","PA20_03","PA20_04","PA20_05","PA20_06","PA14","PA12","PA17","PA07_01","PA19_01","PA08_01","PA23_01","PA15","PA22","PA16","TR02_01","TR03","TR16","TR04_01","TR04_02","TR04_03","TR04_04","TR04_05","TR04_06","TR04_07","TR04_08","TR11_01","TR11_02","TR11_03","TR11_04","TR11_05","TR11_06","TR11_07","TR11_08","TR05_02","TR05_03","TR05_04","TR05_05","TR05_06","TR05_07","TR06","TR17","SD01","SD03_01","SD04","SD07","SD09","SD17","SD15","SD12","SD14","SD16","GT01","GT02","RG02_01","RG11_01","RG12_01","RG09","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
3279,,,"russia","interview","rus",2021-05-11 21:10:55,-1,,2,4,1,5,5,2,,,,,,,16,,,6,,10,,3,,2,"??????????? ????????,??? ??????? ?????? ? ??????????????? ???? 19 ???????? ??? ?????????? ? ?? ??????????? ?????? ??????? ??? ?????????? ?????????????? ????????? ?? ??????? ????????????? ????????:????????????? ? ?????? ?????????. ?????? ????????? ????????? ?? ?????? ????????????? ???????? ? ?????????? ? ????????? ???????????????.",3,,2,2,2,2,2,2,2,2,,,,,,,,,2,2,4,2,3,3,2,,1,41,10,2,4,,6,1,,2,2,,"4",,,1,22,32,55,354,82,42,56,643,,2021-05-11 21:21:38,1,0,7,7,0,0,0.86,1
3280,,,"russia","interview","rus",2021-05-11 21:10:56,2,,1,4,2,5,2,4,,,,,,,3,,,-1,,8,,3,,1,"19 ???????? ?????? ????????? ?????? ?????????. ?? ?????? ??????? ???????? ????? ?????????????? ?????????",3,,3,3,2,2,2,2,3,3,,,,,,,,,2,3,3,2,2,2,2,,2,35,10,4,2,,6,1,,2,2,,"2",,,1,41,45,102,168,119,61,99,635,,2021-05-11 21:21:31,1,0,7,7,0,0,0.62,0
3281,,,"russia","interview","rus",2021-05-11 21:10:57,2,,4,5,3,5,4,4,,,,,,,1,,,8,,8,,3,,1,"?????? ? ??????????????? ????, ? ??? ????? ????????? ??? ?????????????",2,,4,4,2,2,3,2,4,3,,,,,,,,,4,3,4,4,3,4,3,,2,18,3,1,3,,4,1,,-1,2,,"2",,,1,10,16,64,75,59,31,54,309,,2021-05-11 21:16:06,1,0,7,7,0,0,1.39,20
3285,,,"russia","interview","rus",2021-05-11 21:11:00,3,,1,2,5,5,5,5,,,,,,,1,,,-1,,7,,3,,1,"????????? ?????? ? ???????????, ?????? ???????? ?? ???? ????????????? ???????.",3,,3,3,2,3,2,2,3,4,,,,,,,,,3,3,3,3,3,3,3,,1,32,10,1,3,,1,1,,1,2,,"2",,,1,66,47,105,154,80,48,68,568,,2021-05-11 21:20:28,1,0,7,7,0,0,0.72,0
3287,,,"russia","interview","rus",2021-05-11 21:11:03,2,,1,3,5,5,4,5,,,,,,,3,,,7,,9,,3,,2,"?????? ?????? ?  ? ????? ??? ??? ?????? ? ?????????? ??????????? ?? ???? ???? ???????? ????????",3,,3,2,1,2,1,1,2,3,,,,,,,,,2,1,2,1,3,1,2,,2,32,5,4,2,,1,1,,1,2,,"2",,,1,37,63,87,156,132,63,107,645,,2021-05-11 21:21:48,1,0,7,7,0,0,0.6,0
3290,,,"russia","interview","rus",2021-05-11 21:11:04,2,,1,1,4,-9,2,3,,,,,,,16,,,1,,9,,3,,1,"?????? ??????? ? ?????????? ? ?????? ??????? ",3,,3,2,1,2,2,2,2,1,,,,,,,,,2,3,2,3,3,3,2,,2,29,10,2,3,,4,1,,2,2,,"4",,,1,38,26,60,113,114,70,50,471,,2021-05-11 21:18:55,1,0,7,7,3,3,0.89,4
3292,,,"russia","interview","rus",2021-05-11 21:11:06,2,,2,5,4,5,2,4,,,,,,,15,,,3,,10,,3,,1,"?????? ? ??????? ?????????? ? ???????? ??????????? ? ????????????? ???????????. ???????? ????????",3,,2,2,1,1,2,1,2,1,,,,,,,,,1,1,1,2,1,1,1,,1,39,7,4,1,,1,1,,2,2,,"2",,,1,534,27,27,71,46,15,28,227,,2021-05-11 21:23:34,1,0,7,7,0,0,1.7,42
3293,,,"russia","interview","rus",2021-05-11 21:11:06,1,,1,2,1,5,5,3,,,,,,,16,,,7,,10,,3,,1,"???????? ????????????? ?? ???????, ????? ????????????? ???????? ?????????? ? ???????????????.",4,,3,2,1,1,1,1,1,1,,,,,,,,,3,2,1,3,3,3,1,,2,37,10,4,4,,6,1,,2,2,,"4",,,1,6,178,92,108,116,57,71,628,,2021-05-11 21:21:34,1,0,7,7,0,0,0.93,10
3295,,,"russia","interview","rus",2021-05-11 21:11:08,2,,1,2,4,2,2,2,,,,,,,15,,,2,,9,,3,,1,"?????? ??????? ? ??????????? ? ?? ????????.",2,,3,2,1,2,2,2,2,1,,,,,,,,,3,3,2,3,2,3,2,,2,29,4,2,3,,5,1,,2,2,,"2",,,1,511,12,27,34,60,15,44,205,,2021-05-11 21:22:51,1,0,7,7,0,0,1.9,59
3297,,,"russia","interview","rus",2021-05-11 21:11:08,2,,2,4,4,5,4,4,,,,,,,1,,,8,,10,,2,,1,"??? ?????????  ????????????? ??????????? ??????? ",2,,4,2,3,2,2,2,3,3,,,,,,,,,2,1,3,2,2,2,2,,2,34,9,2,1,,1,1,,2,2,,"2",,,1,154,31,36,71,45,30,37,263,,2021-05-11 21:17:52,1,0,7,7,0,0,1.34,23
3298,,,"russia","interview","rus",2021-05-11 21:11:08,2,,-9,-9,5,5,-9,5,,,,,,,3,,,2,,10,,4,,2,"???????? ????????????? ???????????, ? ??? ?? ?????? ??????????.",4,,3,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,2,44,5,2,3,,1,1,,1,2,,"2",,,1,19,20,27,85,65,40,47,303,,2021-05-11 21:16:11,1,0,7,7,8,7,1.36,20
3299,,,"russia","interview","rus",2021-05-11 21:11:09,3,,2,5,1,5,5,3,,,,,,,16,,,8,,5,,3,,-1,"?? ?????? ????????? ? ????????????? ????????? ?????????? ???? ??????????. ",2,,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,2,,1,31,7,2,4,,3,1,,2,2,,"4",,,1,37,36,78,135,104,64,75,529,,2021-05-11 21:19:58,1,0,7,7,0,0,0.74,0
3300,,,"russia","interview","rus",2021-05-11 21:11:09,2,,3,2,1,4,4,4,,,,,,,16,,,-1,,8,,3,,1,"19 ???????? 2021 ????, ? ?????? ?????????? ?????? ? ???????, ????????, ??? ?????? ?????????????? ????????? ??????????? ?? ??????? ????????????? ????????, ? ?????????? ??????????????? ??? ???????? ????? ?????????? ? ????????? ???????????????",2,,2,2,1,3,2,1,-1,3,,,,,,,,,2,2,3,2,2,3,2,,2,18,3,2,3,,4,1,,-1,2,,"4",,,1,25,63,87,274,96,60,69,674,,2021-05-11 21:22:23,1,0,7,7,0,0,0.65,0
3301,,,"russia","interview","rus",2021-05-11 21:11:09,2,,1,2,3,5,5,5,,,,,,,16,,,6,,7,,4,,-1,"??? ??????? ? ????????? ?????? ???????? ????????? ??? ???????? ???????, ??????? ????????????? ????????. ????????? ? ???? ?????????? ? ???????????????.",2,,3,3,2,3,2,3,3,3,,,,,,,,,1,1,-1,2,-1,-1,2,,2,38,10,3,2,,1,1,,2,2,,"4",,,1,14,33,79,199,104,67,59,555,,2021-05-11 21:20:24,1,0,7,7,0,0,0.81,0
3302,,,"russia","interview","rus",2021-05-11 21:11:13,4,,-9,-9,-9,-9,-9,-9,,,,,,,16,,,-1,,10,,4,,1,"?????? ????? ??????, ??????? ???????? ??? ??? ????????????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,2,28,4,4,4,,6,1,,-1,2,,"4",,,1,56,143,30,82,52,44,64,471,,2021-05-11 21:19:04,1,0,7,7,15,15,1.06,15
3303,,,"russia","interview","rus",2021-05-11 21:11:13,2,,2,3,2,-9,3,4,,,,,,,1,,,6,,2,,4,,1,"? ??????????? 19.09.21 ???? ????? ?????? ????????? ???????. ??????? ?????? ????? 2000 ???????????????? ?????????? ? ?????? ?? 450 ????. ????? ?????? ?????????? 110 ????????? ???????",3,,4,2,3,3,3,4,3,4,,,,,,,,,4,4,3,4,4,4,2,,2,24,4,2,3,,1,1,,1,2,,"2",,,1,3,17,36,75,58,15,39,243,,2021-05-11 21:15:16,1,0,7,7,3,3,2,59
3304,,,"russia","interview","rus",2021-05-11 21:11:14,-1,,5,-9,-1,5,-9,-1,,,,,,,1,,,3,,7,,,,,"????? ?????? 19 ???????? 1921 ????. ?????????? ? ????????? ??????????",3,,4,3,2,4,3,1,2,-9,,,,,,,,,2,3,2,2,2,-9,,,,,,,,,,,,,2,,"4",,,1,71,34,218,93,116,,,532,,2021-05-11 21:20:06,0,0,5,5,14,14,0.69,5
3305,,,"russia","interview","rus",2021-05-11 21:11:15,1,,1,5,1,5,5,4,,,,,,,2,,,1,,8,,2,,2,"????? ? ??????? ? ??????????????? ????, ??????? ????????? 19 ???????? 2021 ????, ? ????? ? ????????? ?????????????? ?? ???, ? ????????? ??????????????? ?????? ????????????? ????????",3,,3,3,1,2,1,2,2,2,,,,,,,,,2,2,4,4,3,4,3,,1,32,11,1,1,,1,1,,1,2,,"4",,,1,13,23,41,101,58,29,40,305,,2021-05-11 21:16:20,1,0,7,7,0,0,1.35,17
3306,,,"russia","interview","rus",2021-05-11 21:11:17,2,,1,4,4,5,5,5,,,,,,,2,,,1,,8,,4,,1,"?? ????????? ???????, ??? ??????, ???? ???????? ?????????? ????????????? ?? ?????? ?????? ? ?????? ????????? ????? ?????? ?????? ????? ? ????????? ?????? ? ????? ??????? ????????. ???????? ? ?????????????? ????????? ????????.",4,,3,1,1,1,1,1,1,1,,,,,,,,,3,3,3,4,3,3,1,,2,40,10,2,1,,1,1,,1,2,,"4",,,1,8,44,45,174,44,39,40,394,,2021-05-11 21:17:52,1,0,7,7,0,0,1.25,16
3307,,,"russia","interview","rus",2021-05-11 21:11:24,3,,2,5,2,4,5,2,,,,,,,16,,,5,,7,,3,,1,"???? ????????????????? ???????????(????? ??????????). ????? ????????????? ???????? ?????????? ? ????????? ???????????????.",3,,2,2,2,2,2,2,2,2,,,,,,,,,3,3,2,2,3,2,3,,1,49,7,2,4,,2,1,,1,2,,"4",,,1,13,35,86,154,90,55,74,507,,2021-05-11 21:19:51,1,0,7,7,0,0,0.84,0
3308,,,"russia","interview","rus",2021-05-11 21:11:30,3,,4,4,3,5,1,3,,,,,,,2,,,5,,5,,3,,1,"?????? ????? ???? ????????? ?????? ????????? ??????????????? ????.??????????? ??????????? ???????? ????????? ?? ??????? ?????????,? ?? ????? ????? ????????? ?? ??????? ????????????? ???????? ? ????? ???? ???? ?????????? ? ????????? ???????????????",4,,3,1,1,2,2,2,3,3,,,,,,,,,2,2,3,3,2,2,3,,2,40,10,2,2,,1,1,,2,-1,,"4",,,1,6,18,38,244,63,39,41,449,,2021-05-11 21:18:59,1,0,7,7,0,0,1.4,23
3309,,,"russia","interview","rus",2021-05-11 21:12:02,2,,2,5,4,5,2,2,,,,,,,15,,,4,,10,,3,,1,"?????? 19 ???????? ? ??????? ??????????. ???? ???????? ????? ????????? ? ?????????????, ???????? ????????",3,,2,2,1,1,2,1,2,2,,,,,,,,,1,1,1,2,1,1,2,,1,39,7,4,1,,1,1,,2,2,,"4",,,1,5,27,45,127,67,40,65,376,,2021-05-11 21:18:18,1,0,7,7,0,0,1.32,17
3310,,,"russia","interview","rus",2021-05-11 21:12:04,3,,5,5,5,5,5,5,,,,,,,16,,,-1,,9,,3,,2,"?????? ?????? ? ???????????.???????? ???? ??????? ? ??????????.",-1,,-1,-1,3,2,2,2,2,-1,,,,,,,,,2,2,3,2,2,2,-1,,1,36,7,2,2,,1,1,,2,2,,"4",,,1,9,24,40,87,77,31,53,321,,2021-05-11 21:17:25,1,0,7,7,0,0,1.33,17
3311,,,"russia","interview","rus",2021-05-11 21:12:04,3,,1,1,4,5,4,5,,,,,,,16,,,5,,5,,4,,2,"? ???????? ??????? ?????? ? ???????. ??????????????, ??? ? ???? ??? ????? ???????? ???????? ???????????.",3,,3,2,2,1,1,1,1,2,,,,,,,,,1,1,1,1,1,1,3,,2,46,4,2,4,,1,1,,2,2,,"4",,,1,8,37,66,153,60,50,55,429,,2021-05-11 21:19:13,1,0,7,7,0,0,1.06,7
3313,,,"russia","interview","rus",2021-05-11 21:19:45,2,,2,5,5,5,1,3,,,,,,,1,,,5,,5,,2,,2,"????????, ?????? ????????? ??????????????? ???? ?????? ? ???????????. ?? ??????, ??? ?????? ????????????? ???????? ??????? ??????????????? ?? ?????????? ????????? ? ???? ???????.",1,,4,4,4,4,3,4,4,4,,,,,,,,,3,4,4,3,3,3,3,,2,35,10,3,1,,2,1,,-1,1,,"4",,,1,11,25,53,206,62,30,101,488,,2021-05-11 21:27:53,1,0,7,7,0,0,1.06,8
3315,,,"russia","interview","rus",2021-05-11 21:21:07,4,,4,5,1,5,4,4,,,,,,,16,,,-1,,10,,2,,1,"????? 2000 ?????????? ????????? ??????? ?? ????? ? ?????????. ?? ??????? ?? 2000 ?????? 450 ????.",3,,2,2,2,2,1,2,2,-1,,,,,,,,,2,2,4,2,2,2,-1,,1,43,7,2,3,,3,1,,2,2,,"2",,,1,5,30,50,105,67,53,67,377,,2021-05-11 21:27:24,1,0,7,7,0,0,1.28,16
3318,,,"russia","interview","rus",2021-05-11 21:26:47,-1,,1,5,1,5,-9,-9,,,,,,,1,,,-1,,9,,3,,-1,"????? ?????? 19 ???????? 1921 ????. ???????? 4 ??????",2,,4,3,3,3,3,2,2,4,,,,,,,,,2,2,2,1,2,1,3,,1,44,7,3,1,,3,1,,-1,2,,"1",,,1,9,26,55,86,99,142,91,508,,2021-05-11 21:35:15,1,0,7,7,5,5,1,9
3324,,,"russia","interview","rus",2021-05-12 20:13:35,1,,1,1,1,5,5,3,,,,,,,16,,,-1,,10,,3,,1,"??????????, ??? ??????, ??????? ????????? ? ???????? 2021 ???? ? ??????? ??? ?????? ? 4 ?????? ???????? ????? ? ????. ??? ???? ???? ???????? ????????? ????????? ? ????????????? ??? ?????????? ???????, ???????? ?? ??????? ???????? ??????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,3,-1,1,1,1,,1,30,8,4,4,,3,1,,2,2,,"2",,,1,15,20,38,194,46,29,73,415,,2021-05-12 20:20:30,1,0,7,7,0,0,1.23,16
3325,,,"russia","interview","rus",2021-05-12 20:13:40,1,,1,2,2,5,2,5,,,,,,,2,,,1,,10,,3,,1,"?????????? ?????? ? ??. ????? ????? ???????? ?????????",4,,3,1,1,1,2,1,1,1,,,,,,,,,1,1,1,1,1,2,2,,2,45,8,4,5,,1,1,,2,2,,"2",,,1,9,26,73,108,84,53,50,403,,2021-05-12 20:20:23,1,0,7,7,0,0,1.09,8
3327,,,"russia","interview","rus",2021-05-12 20:13:44,3,,1,2,1,5,1,2,,,,,,,1,,,-1,,10,,3,,1,"19 ???????? 2021 ????? ?????? ????????? ??????????????? ????. 2000 ?????????????????? ????????? ????? ???????? ?? 450 ???? ? ??????????. ? ??????? ????? ??????????? ????? 110 ????????? ???????.",2,,3,3,2,2,3,3,3,3,,,,,,,,,3,3,3,4,3,3,2,,1,33,10,4,2,,3,1,,-1,2,,"1",,,1,14,17,36,145,47,33,37,329,,2021-05-12 20:19:13,1,0,7,7,0,0,1.41,21
3330,,,"russia","interview","rus",2021-05-12 20:13:45,2,,1,5,1,5,2,3,,,,,,,1,,,8,,7,,3,,2,"???????? ????????????? ??? ??????? ?????????",2,,4,3,4,3,3,3,3,3,,,,,,,,,2,2,2,1,3,3,3,,2,36,4,3,3,,1,1,,3,1,,"4",,,1,27,35,61,115,89,36,63,426,,2021-05-12 20:20:51,1,0,7,7,0,0,0.93,3
3332,,,"russia","interview","rus",2021-05-12 20:13:47,3,,1,5,4,5,5,5,,,,,,,1,,,-1,,6,,3,,1,"????????? ?????? ? ?????, ? ??????? ?????? ?????? ??????? ????? ? ?????????? ?? ?????????.",2,,4,1,3,4,2,3,3,4,,,,,,,,,4,4,4,3,3,3,3,,1,37,7,3,3,,3,1,,2,2,,"1",,,1,23,51,62,98,81,77,96,488,,2021-05-12 20:21:55,1,0,7,7,0,0,0.8,3
3333,,,"russia","interview","rus",2021-05-12 20:13:47,2,,1,5,4,5,1,2,,,,,,,1,,,7,,2,,-1,,1,"????????????? ?? ??????? ?? ???????? ?? ??????????. ???????? ????????.",2,,4,4,4,4,4,4,4,4,,,,,,,,,1,2,2,4,2,3,4,,2,36,10,1,4,,1,1,,2,2,,"4",,,1,98,48,115,331,123,144,92,866,,2021-05-12 20:29:38,1,0,7,7,0,0,0.47,0
3334,,,"russia","interview","rus",2021-05-12 20:13:48,3,,-9,-9,-9,5,-9,-9,,,,,,,1,,,5,,10,,-1,,-1,"19 ???????? 2021???? ? ??????? ????????? ??????????????? ???? ?????????????? ??????????? ????? 2000 ??????????.??? ?????? ??????? ? ?????? ?? 450 ???? ? ??????????.",2,,4,4,4,4,-1,4,4,4,,,,,,,,,-1,-1,-1,4,4,4,-1,,1,57,10,3,3,,2,1,,1,1,,"4",,,1,25,42,43,272,74,39,81,576,,2021-05-12 20:23:24,1,0,7,7,13,12,0.86,4
3335,,,"russia","interview","rus",2021-05-12 20:13:48,2,,1,5,5,1,-1,-1,,,,,,,15,,,9,,7,,-1,,1,"? ???????? 21 ???? ??????? ????????? ????????????? ??????. ???????? ????? ??????????? ????? 2000 ??????????.",3,,-1,2,-1,-1,2,2,3,-1,,,,,,,,,3,3,2,-1,-1,-1,-1,,2,44,10,1,2,,6,1,,2,2,,"1",,,1,241,46,78,140,108,111,127,623,,2021-05-12 20:27:59,1,0,7,7,0,0,0.57,0
3336,,,"russia","interview","rus",2021-05-12 20:13:50,1,,1,1,2,5,5,2,,,,,,,16,,,4,,7,,3,,1,"???????????? ??????????? ??? ?????? ? ??????? ??? ??????, ??? ???? ????????? ?????????? ??? ?????????????? ???????????",3,,2,2,1,2,2,2,2,2,,,,,,,,,3,3,3,3,3,3,3,,2,31,10,2,2,,1,1,,2,2,,"2",,,1,10,22,73,114,51,34,55,359,,2021-05-12 20:19:49,1,0,7,7,0,0,1.22,12
3337,,,"russia","interview","rus",2021-05-12 20:13:51,3,,4,5,-1,5,4,4,,,,,,,1,,,-1,,5,,3,,1,"?????? ?????? ? ????????? ???????????. ????? ????????????? ???????? ?????????? ? ???????????????.",3,,3,2,2,3,2,1,2,3,,,,,,,,,3,3,2,3,3,3,3,,1,46,7,2,1,,1,1,,2,1,,"4",,,1,200,55,101,244,136,72,147,768,,2021-05-12 20:29:46,1,0,7,7,0,0,0.48,0
3338,,,"russia","interview","rus",2021-05-12 20:13:52,2,,-9,-9,-9,5,-9,-9,,,,,,,1,,,5,,-1,,4,,-1,"?????? ??????. ???? ???????? ?????????",-1,,4,-1,-1,-1,-1,-1,-1,4,,,,,,,,,-1,4,4,4,-1,4,3,,1,40,10,2,3,,1,1,,2,1,,"4",,,1,9,32,55,57,69,39,73,334,,2021-05-12 20:19:26,1,0,7,7,13,12,1.27,15
3339,,,"russia","interview","rus",2021-05-12 20:13:52,2,,1,2,1,5,3,4,,,,,,,3,,,-1,,10,,3,,1,"? ???????? ??????? ?????? ????????? ? ????",3,,2,1,1,1,2,1,2,1,,,,,,,,,1,1,3,3,3,2,3,,2,31,10,2,5,,5,1,,2,2,,"1",,,1,31,21,50,74,75,35,60,346,,2021-05-12 20:19:38,1,0,7,7,0,0,1.16,12
3340,,,"russia","interview","rus",2021-05-12 20:13:52,3,,2,3,2,5,3,5,,,,,,,1,,,8,,9,,4,,1,"19 ???????? 2021 ???? ??????? ?????? ? ??????????????? ????. ??????????, ??? ????? ??????????? ????? ???????? ????? ????????? ? ?????????????. ???????? ????? ????????????? ???????? ???? ?????????? ? ????????? ??????????????.",2,,4,3,1,3,2,3,4,-1,,,,,,,,,2,2,1,3,2,3,2,,2,38,8,2,1,,1,1,,2,2,,"4",,,1,10,28,50,236,79,46,45,494,,2021-05-12 20:22:06,1,0,7,7,0,0,1.06,7
3341,,,"russia","interview","rus",2021-05-12 20:13:52,2,,1,1,1,5,1,2,,,,,,,16,,,5,,9,,3,,1,"????????? ?????? ????????? ???????. ????? ???????????, ??? ???? ???????? ????????? ? ?????? ???????? ??????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,2,2,1,1,3,,2,34,4,3,5,,1,1,,2,2,,"2",,,1,7,29,45,238,193,37,50,599,,2021-05-12 20:23:51,1,0,7,7,0,0,1.08,12
3342,,,"russia","interview","rus",2021-05-12 20:13:53,2,,1,5,1,4,4,3,,,,,,,1,,,-1,,10,,4,,2,"19 ???????? ??????? ?????? ????????? ??????????????? ????, ?? ?????? ??????? ?????? ?????? ??????? ????? ? ??????????",3,,3,3,2,1,3,2,3,1,,,,,,,,,3,3,3,3,3,-1,1,,1,24,7,2,1,,3,1,,2,2,,"1",,,1,8,56,85,139,76,53,71,488,,2021-05-12 20:22:01,1,0,7,7,0,0,0.93,4
3344,,,"russia","interview","rus",2021-05-12 20:13:54,2,,1,1,1,5,5,3,,,,,,,15,,,3,,8,,2,,-1,"19 ???????? ????? ??????<br>??? ????? ?? ??",3,,3,3,2,3,2,2,3,1,,,,,,,,,2,3,2,3,3,3,3,,2,51,10,2,1,,6,1,,2,-1,,"2",,,1,23,41,57,99,83,54,70,427,,2021-05-12 20:21:01,1,0,7,7,0,0,0.9,3
3345,,,"russia","interview","rus",2021-05-12 20:13:56,1,,2,5,2,5,5,2,,,,,,,15,,,8,,9,,,,,"  19 ???????? 2021 ? ?????? ??????? ?????? ? ???????. ???????????, ??? ???? ?????????????",4,,1,1,1,1,2,1,1,1,,,,,,,,,2,2,2,3,3,2,,,,,,,,,,,,,1,,"2",,,1,13,29,35,114,109,,,300,,2021-05-12 20:18:56,0,0,5,5,0,0,1.13,10
3346,,,"russia","interview","rus",2021-05-12 20:13:58,2,,3,4,4,5,4,5,,,,,,,15,,,7,,10,,3,,1,"19 ???????? 2021 ???? ????????? ?????? ? ??. ??????????, ??? ??? ??? ??????, ? ?? ??????????? ??????????, ??? ???? ???????? ????????? ? ?????? ?? ??????????? ???????? ??????.",4,,3,1,1,1,2,1,1,2,,,,,,,,,2,1,3,2,1,2,2,,2,32,10,3,3,,1,1,,2,2,,"2",,,1,57,18,54,120,71,34,48,402,,2021-05-12 20:20:40,1,0,7,7,0,0,1.11,11
3348,,,"russia","interview","rus",2021-05-12 20:13:59,2,,1,5,2,5,4,5,,,,,,,4,,,4,,10,,3,,1,"?????????? ?????????? ??????? ??? ? ??????. ",4,,4,3,2,1,2,1,2,1,,,,,,,,,3,1,4,2,1,2,2,,1,43,7,4,2,,3,1,,1,2,,"4",,,1,11,24,52,76,69,40,66,338,,2021-05-12 20:19:37,1,0,7,7,0,0,1.21,11
3350,,,"russia","interview","rus",2021-05-12 20:14:01,4,,1,1,1,5,4,3,,,,,,,1,,,-1,,10,,4,,1," ?????? ? ??????? ??????? 21 ???????? 2021 ????. ???????? ??? ? ? ??????? ??? ??????? ????? ? ?????????? 4 ??????",4,,1,3,1,1,3,2,3,3,,,,,,,,,3,2,4,4,3,4,1,,1,20,7,2,4,,4,1,,1,2,,"1",,,1,28,18,34,93,47,29,61,310,,2021-05-12 20:19:11,1,0,7,7,0,0,1.35,21
3351,,,"russia","interview","rus",2021-05-12 20:14:03,2,,1,4,4,5,5,4,,,,,,,16,,,8,,8,,2,,2,"? ????????? ?????? ??????, ??? ? 20 ??? ?????, ??? ? ??????, ? ??????? ????? ???? ???????????? ? ??????.",2,,4,3,3,3,2,2,3,3,,,,,,,,,4,2,4,3,3,3,2,,2,24,7,2,1,,1,1,,2,2,,"2",,,1,5,21,48,97,75,52,56,354,,2021-05-12 20:19:57,1,0,7,7,0,0,1.37,20
3353,,,"russia","interview","rus",2021-05-12 20:14:05,2,,1,3,1,5,1,1,,,,,,,16,,,7,,1,,4,,2,"?????? ?? ??????? ? ???????? ??????? ???????? 4 ??????, ?? ???? ?????????? ????????? ????????? ? ???? ????????? ??????? ? ?????? ??????? ? ?????? ???????? ??????.",2,,4,4,4,4,3,3,3,4,,,,,,,,,1,3,1,3,1,1,3,,1,40,10,2,5,,5,1,,1,2,,"2",,,1,24,37,54,201,117,47,72,552,,2021-05-12 20:23:17,1,0,7,7,0,0,0.79,1
3356,,,"russia","interview","rus",2021-05-12 20:14:12,1,,4,1,1,5,5,5,,,,,,,16,,,-1,,10,,3,,2,"?????? ?????? ? ?? ??????????? ??????????? ????? ????????, ??? ??? ?????? ? ??????????????? ???????????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,3,3,1,1,,1,25,9,4,4,,3,1,,1,2,,"2",,,1,11,28,88,156,59,57,104,503,,2021-05-12 20:22:35,1,0,7,7,0,0,0.92,4
3357,,,"russia","interview","rus",2021-05-12 20:14:14,2,,-9,5,-9,5,-9,5,,,,,,,2,,,5,,10,,3,,2,"???????? - ?????? ????????? ??????????????? ???? ??????. ????????????, ??? ?????? ?????????????? ????????? ??????????? ?? ?????? ???????? ??????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,2,,2,49,10,2,1,,5,1,,1,2,,"2",,,1,18,34,42,179,100,38,83,494,,2021-05-12 20:22:28,1,0,7,7,8,7,0.92,4
3358,,,"russia","interview","rus",2021-05-12 20:14:27,3,,1,4,1,5,1,2,,,,,,,2,,,9,,8,,3,,1,"? ???????? ??????? ?????? ????????? ??????????????? ????.? ??????? ????? ??????????? ??????? ?????????? ?????.",2,,3,3,2,3,3,3,3,3,,,,,,,,,3,3,3,2,2,2,3,,1,35,6,3,2,,1,1,,1,2,,"2",,,1,14,30,68,114,77,36,73,412,,2021-05-12 20:21:19,1,0,7,7,0,0,1,3
3359,,,"russia","interview","rus",2021-05-12 20:14:42,1,,1,5,5,5,1,2,,,,,,,16,,,9,,5,,3,,1,"??????? ???? ???????? ??????.<br>",1,,4,3,4,3,2,3,3,4,,,,,,,,,1,3,1,3,1,1,4,,2,47,7,3,3,,5,1,,2,2,,"2",,,1,64,34,83,98,78,38,85,480,,2021-05-12 20:22:42,1,0,7,7,0,0,0.86,4
3362,,,"russia","interview","rus",2021-05-12 20:20:33,1,,1,5,4,5,4,5,,,,,,,16,,,4,,10,,3,,1,"?????????? ??? ??????",4,,4,3,2,1,1,1,2,1,,,,,,,,,3,1,4,2,1,3,1,,1,43,7,4,2,,3,1,,1,2,,"1",,,1,5,11,22,14,36,10,21,119,,2021-05-12 20:22:32,1,0,7,7,0,0,2.72,143
3363,,,"russia","interview","rus",2021-05-12 20:21:01,1,,2,5,2,5,5,2,,,,,,,15,,,8,,9,,3,,1,"19 ???????? 2021 ? ?????? ??????? ?????? ? ???????. ???????? ????????????? ??????????? ???????.",3,,1,1,1,1,2,1,1,1,,,,,,,,,1,1,2,3,3,2,2,,2,38,10,3,1,,1,1,,2,1,,"1",,,1,4,6,24,253,30,79,24,420,,2021-05-12 20:28:01,1,0,7,7,0,0,2.08,78
3371,,,"russia","interview","rus",2021-05-12 20:25:31,1,,1,5,5,5,1,2,,,,,,,16,,,9,,5,,3,,1,"??????? ???? ???????? ??????.",1,,4,3,4,4,1,3,3,4,,,,,,,,,1,3,1,2,1,1,3,,2,47,7,3,3,,5,1,,2,2,,"1",,,1,5,11,29,50,69,28,34,226,,2021-05-12 20:29:17,1,0,7,7,0,0,2.08,54
